F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
-4.14,0,-3.8898,1630.41,1,1.1895,4.596,-5.034,9574.04,-14.058,-5914.63,48.792,8.1904,-4.8458,-3688.56,-96848.52,-11.2128,10007.61,-384.89,,True
-1.14,0,-5.158,2148.87,0,3.23,4.069,-3.757,7090.04,-16.074,-5791.03,45.362,9.0642,-4.572,-3340.96,-96876,-11.2371,9815.25,194.04,,False
-1.14,1,-3.4378,4240.11,0,2.822,3.102,-3.899,8402.84,-18.702,-5505.42,37.2358,9.676,-5.702,-1523.36,-96921.316,-12.2676,9543.3,227.67,-11.91,False
-1.14,0,-5.049,2065.098,1,4.008,3.5369,-4.5448,8827.04,-11.7624,-8474.63,40.12,11.768,-4.35916,-3271.56,-96915.374,-12.0387,9476.25,129.97,-11.61,False
-4.14,1,-3.9982,1722.81,1,1.1135,2.962539,-5.994,7326.04,-15.891,-5505.75,75.12,9.0408,-9.22,-3883.44,-96945.84,-12.4668,9936.6,-615.79,,True
-4.14,1,-4.4868,2290.14,0,2.059,2.98526,-4.755,1834.64,-14.034,-5738.23,39.736,8.2876,-5.2598,-3388.16,-96902.414,-10.87437,9372.93,172.06,-12.56,True
-1.14,1,-4.9698,1915.77,1,2.524,2.97326,-4.2709,8785.04,-12.1578,-5846.83,52.694,8.3574,-4.77,-3452.16,-97737.6,-14.865,10293.03,97.66,,True
-4.14,1,-6.394,2073.18,1,2.121,3.4171,-6.05,9620.04,-12.285,-5812.33,42.816,8.7524,-5.3532,-3917.58,-96882.56,-11.7861,10455.03,357.31,-14.86,True
-1.14,0,-4.4986,2182.68,1,3.602,3.5206,-5.034,7593.64,-10.75416,-5450.208,58.06,9.636,-12.266,-3591.36,-96896,-12.7122,5692.53,103.65,,True
-1.14,0,-8.476,2164.38,1,5.102,2.97588,-3.7861,8766.04,-15.408,-5233.33,36.0622,9.956,-5.1966,-2535.56,-96965.98,-15.813,9609.6,196.34,,False
-4.14,1,-5.834,1982.22,0,1.08896,3.01253,-4.0653,7762.04,-12.6954,-5666.23,50.168,8.4526,-5.2576,-3945.444,-96368.8,-13.731,10209.33,37.36,,True
-4.14,0,-6.542,2078.49,1,1.7583,3.1273,-3.70689,8631.56,-11.9031,-5455.713,47.908,10.88,-6.0736,-4799.96,-96985.48,-13.968,10367.43,329.91,,True
-4.14,0,-6.684,2137.23,1,1.6701,4.016,-6.816,6102.64,-11.4084,-5499.5,48.57,7.9992,-9.174,-3984.4,-96865.12,-11.3352,10437.03,570.01,,True
-4.14,1,-5.02,1984.77,0,1.8226,3.974,-4.0442,7808.84,-14.295,-5576.93,70.44,8.423,-7.118,-3198.16,-96974.38,-11.7696,9903.99,133.426,-14.23,True
-1.14,1,-7.67,2123.4,1,1.5565,2.97223,-5.265,8101.84,-13.851,-5249.83,55.234,8.4558,-5.3728,-3811.44,-96883.06,-16.272,9465.93,183.05,,False
-4.14,0,-4.9084,2310.54,1,1.9853,3.1247,-4.912,8183.04,-11.7456,-5405.49,40.8,7.8626,-4.9146,-3860.14,-96888.26,-15.348,9345.03,329.81,-13.31,False
-1.14,1,-9.354,2036.835,0,2.104,3.3995,-5.048,8464.29,-10.76424,-7092.63,59.4,9.246,-4.41752,-3665.36,-96884.58,-14.832,10326.03,136.196,,False
-1.14,0,-3.838,2375.91,0,1.2114,3.0945,-5.362,8629.78,-15.381,-5406.78,38.226,9.0334,-7.006,-3944.41,-97056.56,-14.049,9854.4,825.31,-12.65,False
-4.14,0,-8.338,1998.39,0,3.049,3.00295,-4.954,8342.88,-13.1166,-5558.13,40.38,7.62412,-4.40418,-4198.56,-96933.282,-12.4449,10567.53,160.75,-11.57,False
-4.14,1,-5.208,1994.55,0,2.661,3.2853,-5.422,6696.84,-11.6838,-5423.16,39.406,9.4482,-5.2898,-3937.018,-97020.22,-12.1527,10128.33,81.39,-13.27,False
-1.14,0,-5.248,2058.039,1,1.1519,3.1891,-5.461,8118.44,-10.8732,-5644.13,64.52,11.596,-6.1096,-3978.16,-96979.56,-17.955,12165.33,1088.01,-14.02,True
-1.14,1,-7.79,1952.4,0,1.9663,2.961853,-4.6103,5872.64,-15.624,-5661.93,42.264,9.716,-5.039,-3546.56,-96970.3,-11.2419,9844.29,-139.99,,True
-1.14,0,-5.67,2018.727,0,1.7835,3.02229,-4.3079,8602.92,-11.7237,-5561.63,67.9,7.742,-6.75,-3352.16,-96892.36,-20.175,10136.43,168.47,-11.28,False
-1.14,1,-7.424,2118.63,0,1.3536,3.6887,-5.047,6848.24,-12.3693,-5146.43,85.38,9.52,-4.8782,-3490.16,-96926.046,-11.9826,8643.33,-238.39,-14.39,True
-1.14,1,-5.438,1964.88,0,1.3626,2.9600055,-5.245,8085.44,-12.3381,-5516.61,81.28,8.639,-4.7094,-3885.16,-96985.64,-16.362,10055.64,-163.59,-12.96,True
-4.14,1,-5.882,1771.41,1,1.211,3.2132,-3.73772,7192.64,-11.5386,-5542.92,55.42,7.5858,-9.858,-1415.36,-96890.6,-13.1907,11205.93,-1228.39,-12.48,True
-1.14,1,-4.684,2186.46,1,3.026,3.3848,-5.423,8897.44,-10.69569,-5421.01,132.82,7.61498,-6.594,-3578.76,-96341.8,-12.6315,4162.53,102.15,-11.49,False
-1.14,1,-9.384,2028.66,1,1.08897,3.2389,-3.9828,7115.64,-19.587,-5588.03,43.296,8.4216,-4.6608,-3617.56,-96918.81,-12.072,9811.53,-491.79,,True
-4.14,0,-8.53,1996.5,0,1.4032,2.98729,-6.947,9115.44,-12.7554,-5525.33,37.566,7.9732,-8.712,-3844.92,-97202,-11.4924,10161.63,42.4,-11.57,False
-1.14,1,-5.994,2151.66,0,1.1503,2.97986,-3.9306,7995.84,-10.686,-5496.12,40.134,10.548,-7.178,-3872.92,-96993.84,-12.7905,10761.33,1549.61,,True
-1.14,0,-6.18,2032.893,0,2.304,3.771,-5.234,7221.24,-11.0475,-2478.63,59.42,9.059,-4.3449,-4087.38,-96922.782,-11.277,11423.43,126.371,,True
-1.14,1,-6.228,2124.66,1,1.2348,2.97043,-4.0726,8255.62,-16.311,-5650.83,58.18,10.706,-6.504,-1992.56,-96928.504,-17.676,9501.3,152.82,-14.64,True
-4.14,1,-4.402,1886.67,0,1.5177,3.6239,-6.348,7056.24,-15.24,-6395.13,70.74,8.6846,-4.519,-3961.28,-96962.66,-12.4398,10017.42,120.149,-15.21,True
-1.14,0,-9.886,2073.63,1,1.5779,3.3115,-3.798,10492.64,-17.367,-5932.23,105.56,9.0546,-4.6774,4370.64,-93839.8,-10.9869,9399.33,-166.19,,False
-1.14,0,-5.236,2097.54,1,5.329,2.98014,-5.281,7606.24,-14.031,-5122.13,83.96,8.3786,-4.9432,-4113.78,-96927.658,-11.7156,10034.94,152.87,,True
-1.14,0,-9.886,1962.54,0,1.1494,3.05637,-4.0482,7008.84,-13.674,-5669.63,42.07,9.273,-6.2314,-3333.36,-96961.36,-12.1461,10142.13,-1182.39,-12.35,True
-4.14,0,-3.6098,3496.71,1,1.2447,3.1567,-3.7924,8599.42,-11.1456,-5238.33,59.28,9.399,-4.783,-1181.36,-95205.4,-12.6294,7498.83,993.81,,False
-1.14,1,-3.4754,2751.51,0,2.23,4.898,-4.073,8235.24,-10.9092,-5322.43,55.298,8.2466,-4.7326,-4801.16,-96976.44,-18.645,12114.33,308.71,,True
-4.14,0,-5.612,1927.29,0,1.42,3.0796,-5.105,7062.44,-12.8436,-5614.43,52.012,7.57942,-6.1764,-3844.18,-97005.98,-11.9121,10182.33,-43.09,-14.38,True
-1.14,1,-3.5232,2822.61,1,1.9086,3.401,-5.497,8610.18,-17.649,-5377.53,36.7298,8.6002,-5.2304,-3939.3139,-96887.26,-15.315,9820.71,341.21,,False
-1.14,1,-3.4204,2401.41,0,1.2254,4.665,-4.0714,8536.2,-10.917,-6000.43,35.7674,9.4562,-4.6316,-3925.958,-97209,-13.665,11867.43,913.81,,False
-4.14,1,-5.15,1929.33,1,1.08261,2.97505,-3.9719,7974.04,-10.9878,-5382.34,73.06,7.5409,-7.294,-3139.96,-96955.38,-17.112,9136.23,-3392.39,,False
-4.14,1,-3.5928,2225.91,0,1.6107,2.99433,-4.76,4466.64,-16.728,-5566.53,53.942,7.778,-6.628,-3985.5,-96916.225,-11.0346,9906.84,378.01,-12.91,True
-4.14,1,-6.088,2111.76,1,1.1758,3.1596,-5.115,9891.64,-12.3411,-5442.849,60.5,8.8212,-4.8596,-3368.36,-97262.2,-11.2317,8858.73,-488.99,-12.85,False
-1.14,1,-6.61,2098.71,0,1.4905,3.3167,-4.1,8077.44,-10.75575,-5567.83,38.118,8.1774,-5.0654,-3614.96,-96917.166,-13.3911,9757.089,334.11,-12.87,False
-1.14,1,-4.763,2208.24,1,1.2406,3.2012,-3.8417,8352.52,-14.175,-5666.53,48.016,7.772,-5.665,-3127.16,-96884.26,-23.595,9795.108,938.81,,True
-1.14,0,-5.0962,2069.946,1,1.2248,2.969888,-3.9637,8661.44,-11.1024,-5990.73,47.068,7.7604,-4.8774,-1449.36,-96993.12,-12.2709,8252.43,-153.99,-12.1,False
-4.14,1,-3.2817,7053.81,0,2.091,3.5836,-4.796,9426.24,-10.75068,-9830.63,39.138,9.72,-4.34886,-3092.56,-96992.96,-11.6469,1522.53,347.91,,True
-4.14,1,-3.25618,2711.61,1,1.2076,2.98033,-3.8429,7625.44,-12.7332,-6695.63,47.618,7.9986,-4.4926,-173.36,-96978.3,-13.1232,9188.43,-420.99,-12.75,True
-4.14,0,-4.0678,2263.23,1,3.152,3.6837,-4.1196,8043.84,-15.228,-5207.73,64.3,7.58574,-4.5756,-4469.96,-97055.34,-14.514,9932.25,204.96,-12.07,False
-1.14,0,-5.768,2306.37,1,1.2064,3.5064,-4.1884,10140.04,-12.0855,-5574.23,38.67,8.0048,-5.5946,-3258.76,-96883.66,-11.1681,9146.43,1769.61,,False
-1.14,0,-3.354,4335.81,0,1.05748,3.5965,-5.193,12160.64,-10.9449,-5488.85,58.98,8.5748,-9.894,-3654.36,-96897.76,-10.77621,8010.63,4104.61,,False
-1.14,0,-4.5298,2027.16,1,1.2625,3.5967,-5.48,8356.94,-11.4576,-5333.73,38.456,8.7412,-4.8122,-3753.9,-96864.48,-13.0917,9542.61,-247.19,,False
-1.14,0,-3.4354,1412.61,1,1.8213,3.8598,-6.746,15200.64,-10.8891,-5387.02,36.0706,10.524,-6.0398,-3791.04,-96956.3,-10.8192,9739.14,-92.69,-12.11,False
-1.14,0,-4.7644,2127.96,1,2.493,3.0003,-4.0014,8471.18,-10.779,-5799.03,43.102,15.068,-5.0214,-3782.58,-96916.036,-17.61,12317.13,259.41,-12.04,False
-4.14,0,-5.0432,2017.272,0,1.4808,3.02051,-4.158,8155.24,-11.6037,-6015.93,64.44,7.494012,-4.79,-2373.56,-96691.6,-11.4894,8905.53,-172.39,,False
-4.14,1,-5.91,2246.37,1,1.8545,3.02992,-3.9129,2490.64,-17.277,-5903.23,40.794,10.358,-5.0118,-1891.36,-96944.42,-10.9029,9544.08,360.21,-13.15,True
-1.14,1,-4.9236,2086.86,0,2.682,3.236,-3.9674,8477.2,-11.5515,-5942.93,86.5,9.714,-4.7164,-1019.36,-96918.224,-21.657,8340.93,46.91,-12.77,False
-1.14,1,-3.496,3923.31,1,2.137,3.1723,-7.524,7984.64,-15.768,-5626.23,45.264,9.192,-5.6912,-3819.88,-97227.6,-14.58,9465.33,341.21,,True
-1.14,1,-4.0628,2486.01,0,1.5668,2.97892,-5.607,8273.48,-18.381,-5669.23,41.638,9.548,-6.25,-3577.36,-97002.86,-22.074,9563.13,293.21,-12.76,True
-1.14,0,-4.601,2021.289,0,1.1167,3.02052,-5.449,7738.84,-14.709,-5601.13,36.3024,7.7656,-5.1706,-4073.7,-96856.58,-12.4713,10117.53,1253.61,,True
-4.14,1,-8.818,2021.754,1,1.4342,4.019,-5.977,9343.84,-11.313,-5421.37,36.6726,7.60292,-10.176,-3885.82,-96928.856,-11.5167,10479.33,-25.39,-12.41,False
-1.14,0,-4.1582,2028.033,0,2.235,3.1546,-4.4736,8808.64,-17.505,-5273.93,35.6284,7.56412,-5.5094,-3503.16,-96902.326,-13.785,9738.57,36.32,-11.62,False
-1.14,0,-4.0136,2157.99,1,1.6193,3.1108,-4.0376,7092.64,-11.3682,-11190.63,47.074,10.642,-4.34748,-1787.36,-96940.68,-11.7051,8455.53,87.86,-12.23,True
-4.14,1,-3.4902,3836.01,0,1.4331,2.964146,-4.4592,8323.1,-11.1498,-5563.13,84.8,8.6592,-4.7818,-3878.2,-96982.38,-20.397,8978.13,861.81,-12.14,False
-4.14,1,-4.6472,2062.671,0,1.269,3.04438,-4.4617,8343.68,-11.4663,-5402.52,43.61,9.2872,-5.946,-3552.56,-96911.622,-13.662,9495.39,-139.29,-12.29,False
-4.14,0,-3.4158,2123.4,1,1.197,2.9606345,-5.877,8627.94,-15.147,-5128.93,71.28,8.6578,-4.5458,-4000.1,-97054.04,-13.95,10013.73,615.31,,True
-1.14,0,-7.084,2086.65,1,2.993,3.6979,-3.9852,6400.64,-10.8219,-5437.51,102.72,10.96,-7.938,-2746.16,-96933.544,-11.4474,7001.73,98.47,-13.92,True
-4.14,1,-3.8914,1758.39,0,1.3166,3.01748,-4.0766,7590.64,-11.5221,-5271.73,51.672,8.4748,-4.5646,-4377.56,-96920.158,-11.9064,11112.03,25.51,-12.02,False
-4.14,0,-3.3766,2483.61,0,2.163,3.1735,-3.7214,2010.64,-12.6063,-5226.43,35.47516,11.12,-5.3776,-445.36,-96773.34,-10.905,9423.63,24.01,,True
-1.14,1,-3.5468,3296.31,1,1.1908,2.9607728,-3.7517,8320.5,-12.6027,-5446.9639,53.63,9.0148,-10.506,-587.36,-96744.34,-12.1242,9279.63,1017.51,,False
-1.14,0,-3.6628,2432.91,1,1.4422,3.01034,-4.2121,7221.64,-17.418,-5461.33,36.2496,9.1684,-7.314,-4363.56,-96857.16,-12.5079,9880.11,531.11,,True
-4.14,1,-9.438,2121.72,0,1.3588,3.4119,-3.954,7874.24,-11.667,-5432.57,56.68,13.798,-9.088,-3647.96,-96873.74,-13.1274,9219.93,678.11,-12.66,False
-1.14,1,-3.7468,1959.36,0,1.5591,3.01326,-4.4232,8408.1,-12.3498,-5535.54,61.32,9.716,-7.218,-3090.56,-96881.44,-12.585,9443.13,-69.19,,False
-4.14,1,-4.3724,2274.51,1,3.519,3.0715,-5.1,7094.64,-11.0349,-5793.23,75.3,10.952,-4.9736,-4011.68,-94871.8,-11.7396,10909.23,232.81,-14.52,True
-4.14,1,-5.1044,2154.48,0,1.3212,4.178,-5.391,8843.44,-13.716,-5394.47,36.6096,8.3098,-4.39634,-3563.36,-96985.16,-14.352,9422.73,48.8,-11.97,False
-1.14,0,-4.5192,2291.49,0,2.416,2.97821,-6.332,8672.24,-17.823,-5523.75,61.14,8.8576,-9.226,-3759.62,-97100.76,-11.2032,9687.78,254.41,,False
-1.14,0,-7.358,2012.19,0,2.85,3.2657,-4.3865,7103.84,-11.6169,-5440.865,42.714,11.552,-5.1068,-3392.96,-96900.032,-11.8104,9416.13,26.71,-14.35,True
-4.14,0,-8.734,2097.03,1,2.501,3.01913,-3.7553,7306.84,-13.2384,-5480.31,62.9,9.488,-10.858,1200.64,-96933.658,-12.2274,9303.93,150.99,-13.38,True
-4.14,0,-6.32,2006.64,1,1.6374,4.112,-4.1267,8926.44,-12.5556,-5201.23,51.478,8.0758,-5.0076,-4053.96,-96896.88,-12.1941,10271.73,99.58,-12.17,False
-1.14,0,-5.18,2087.82,1,4.275,3.0043,-3.7966,7880.04,-17.622,-5635.13,36.8622,8.6874,-5.6986,-1689.36,-96962.06,-13.0953,9746.424,139.18,-13.63,True
-4.14,0,-4.7254,2163.12,1,1.4677,3.00865,-4.1934,6876.64,-15.063,-5627.73,39.978,7.998,-5.0184,-4491.96,-96876.46,-12.663,9968.1,556.61,-12.64,False
-4.14,1,-7.254,2050.488,0,1.3631,3.00265,-4.762,12244.64,-13.1361,-5478.8,43.514,12.938,-6.348,-4024.04,-96912.19,-10.9725,10274.73,587.21,-12.43,True
-1.14,0,-4.6676,2069.718,1,2.189,3.0863,-4.4148,4272.64,-12.4245,-5690.83,84.42,8.3606,-5.864,-2953.56,-96982.36,-11.0574,9148.83,36.17,,True
-1.14,1,-8.98,2082.93,0,1.5921,2.99095,-4.087,8256.22,-14.391,-5439.507,78.14,8.5376,-8.788,-4334.56,-96921.862,-18.747,9910.62,419.01,,True
-1.14,1,-6.152,2081.73,0,1.1829,3.05769,-4.1195,7864.64,-10.63701,-5413.37,55.64,9.3934,-7.502,-4370.56,-96863.14,-13.3272,14143.53,669.51,,True
-4.14,1,-8.286,2050.734,1,2.493,2.99636,-5.175,9014.64,-12.5838,-5168.33,37.658,8.1626,-4.8874,-3789.42,-96881.7,-12.1029,9777.408,105.14,-11.37,False
-4.14,1,-4.556,2063.937,1,1.3365,3.387,-6.751,8107.44,-13.992,-5388.02,60.5,9.0134,-5.7974,-3999.58,-96941.54,-14.49,10031.79,321.91,,False
-4.14,1,-9.14,2145,1,1.1113,4.579,-3.8644,8666.84,-12.0519,-5566.03,42.86,7.7246,-6.77,-2464.36,-96908.498,-14.055,9377.43,3338.61,,True
-1.14,0,-3.6484,1139.91,1,1.6994,3.4091,-4.128,8065.84,-10.75848,-6111.33,57.32,7.66776,-4.945,-3541.36,-97018.82,-14.724,14482.53,-40.59,,False
-4.14,1,-3.3456,3680.61,1,3.781,3.01878,-4.4255,9106.84,-13.482,-5466.76,45.3,8.1776,-5.7068,-4017.2,-96878.24,-11.9223,9968.22,224.22,-12.43,False
-1.14,1,-7.752,2052.33,0,2.068,3.9594,-4.156,8628.9,-18.15,-5949.73,56.58,9.16,-5.1218,-3863.7,-96920.922,-15.945,9946.62,350.41,-13.61,False
-1.14,0,-6.208,2108.46,1,2.812,3.1847,-4.0454,7599.04,-15.735,-5357.64,53.334,7.498956,-5.0216,-4928.36,-96817.8,-12.7641,9984.54,244.01,-14.53,True
-4.14,0,-3.471,2057.817,0,1.06901,2.98101,-3.9319,7267.04,-16.626,-5753.63,108.94,9.49,-5.0462,-3848.68,-96945.7,-12.1641,9885.99,1214.61,-11.68,True
-4.14,1,-9.086,2153.28,1,1.1381,3.0605,-4.3904,2330.64,-16.722,-5399.28,38.006,9.3502,-8.396,-3629.36,-96912.762,-11.1255,9482.91,1073.61,,False
-1.14,1,-5.794,2075.61,1,1.6282,3.3045,-3.7614,8355.66,-13.743,-5495.47,71.8,9.1276,-6.63,-3971.58,-96930.89,-17.352,9983.49,316.31,,False
-1.14,1,-3.7262,1669.71,0,1.3769,3.226,-5.985,7974.24,-18.915,-6535.63,46.006,7.7168,-4.63,-3882.24,-96903.324,-12.7089,9909.33,169.89,-13.37,True
-4.14,0,-4.5632,2176.8,1,4.327,3.0466,-5.726,8022.64,-12.4518,-5476.4,56.04,10.17,-5.8844,-3804.42,-96819.32,-14.193,9511.59,134.873,-11.34,False
-4.14,0,-4.152,2591.31,0,1.6598,3.04697,-4.757,13392.64,-18.429,-5310.33,65.22,8.8846,-4.7598,-3717.36,-96932.428,-10.80687,9681.54,488.71,,False
-4.14,1,-4.1122,1966.2,1,2.923,3.00193,-4.4763,8415.3,-11.0166,-5490.76,146.72,7.5573,-11.422,-3163.36,-96949.14,-17.916,8851.23,74.11,-13.84,True
-4.14,1,-4.573,2583.51,1,1.237,3.1361,-3.9209,10118.24,-11.0439,-5510.31,41.388,9.2234,-9.606,-1035.36,-97004.44,-11.2683,6148.53,1354.61,,True
-4.14,0,-3.6686,3077.01,0,2.05,3.03414,-4.681,8425.002,-13.3692,-5480.17,62.12,8.4262,-5.8928,-3514.56,-96885.32,-11.8929,9330.33,297.41,-11.64,False
-4.14,1,-5.384,2253.06,0,1.3008,2.969989,-4.2895,7616.24,-10.68096,-7897.63,45.732,9.2586,-4.3949,-3469.56,-96933.552,-12.9189,6397.53,935.31,-13.01,True
-4.14,1,-3.32952,4372.11,0,1.5146,2.9831,-4.0184,6146.64,-15.513,-5602.03,49.582,9.706,-5.471,-4503.96,-96919.966,-11.5383,9866.61,772.41,,True
-4.14,0,-3.615,2958.51,0,3.067,3.5852,-4.0404,8260.42,-12.429,-5572.53,44.812,8.2916,-6.0996,-3185.96,-96868.82,-17.376,9420.93,224.06,-14.88,True
-4.14,0,-4.6318,1990.8,0,1.7023,3.9366,-4.168,8379.4,-11.0715,-5533.24,64.82,13.846,-6.774,-2622.36,-96947.24,-14.118,8555.13,-85.29,,False
-4.14,1,-5.874,2123.61,0,2.277,3.00173,-3.8216,7959.44,-10.7928,-5468.27,60.5,8.591,-4.8798,-1303.36,-96816.16,-14.253,6244.53,96.63,-11.29,False
-1.14,0,-4.5944,2278.98,0,1.7271,3.2363,-6.913,8660.24,-17.376,-5506.54,61.26,10.974,-10.966,-3653.16,-97068.08,-19.599,9550.62,239.71,,False
-1.14,1,-7.786,2052.534,1,1.4184,3.6221,-4.834,8522.2,-20.352,-5535.47,69.24,8.4908,-6.742,-3319.16,-96963.74,-16.644,9674.58,-79.09,,True
-1.14,1,-6.088,2236.77,1,2.251,4.344,-4.667,8219.24,-11.0505,-5576.33,44.656,8.0372,-6.816,-3372.96,-96943.38,-17.097,6969.63,283.41,,True
-4.14,1,-5.288,2119.98,0,2.87,3.04551,-4.713,10180.64,-15.06,-5442.167,52.72,8.5892,-4.5568,-2996.76,-96971.8,-11.451,9337.23,39.4,,False
-4.14,0,-5.144,2087.46,0,2.023,3.155,-3.8426,7243.04,-11.6889,-5455.067,59.76,10.022,-9.54,-4036.28,-97074.72,-11.988,10136.43,195.88,,True
-4.14,0,-4.6442,2420.61,1,1.1133,2.962663,-4.2544,7908.44,-10.8948,-5429.96,39.514,7.7578,-6.926,-3666.96,-96965.98,-13.944,7397.43,1880.61,-11.44,False
-1.14,1,-3.26696,4173.51,1,2.179,3.04833,-6.732,5162.64,-15.429,-6887.63,44.504,7.8012,-4.5108,-3735.56,-96939.56,-11.0934,9528.99,167.66,-12.85,True
-1.14,1,-6.3,2147.67,1,1.7418,3.00998,-5.072,8992.44,-11.7735,-5694.53,54.408,8.3938,-5.415,-3423.36,-96881.74,-11.4318,8727.93,221.05,-13.38,True
-4.14,0,-5.206,2372.01,1,2.398,3.2872,-3.7673,6507.64,-11.883,-5422.49,35.7638,8.6834,-5.7534,-1927.36,-97059.34,-11.8923,8699.13,278.51,-10.71,False
-4.14,1,-4.5972,2139.03,1,1.1863,2.962338,-4.3069,8884.04,-15.981,-5695.93,51.788,8.5146,-5.4018,-2738.16,-96962.3,-12.6876,9572.34,-26.59,-14.7,True
-1.14,1,-5.322,2132.34,1,1.1188,3.8229,-5.664,6390.64,-13.1838,-5438.129,41.19,8.9706,-9.974,-4205.96,-96956.92,-11.6703,10320.33,2230.61,-12.77,False
-1.14,0,-4.284,1670.31,1,1.3788,3.01599,-5.28,8302.34,-10.70706,-5930.13,52.168,9.876,-4.9544,-3766.62,-96921.15,-11.1687,14662.53,-218.49,,True
-1.14,0,-3.7548,1830,1,2.139,3.1829,-3.7747,6702.24,-17.976,-5434.6,81,10.272,-4.973,-2495.16,-94219.8,-11.3241,9810.15,33.8,-12.99,True
-1.14,0,-3.2652,3972.51,1,2.163,3.0326,-4.56,7742.04,-11.0862,-5327.33,35.7214,10.878,-5.9584,-4496.96,-96915.992,-12.0588,11971.23,337.81,-14.65,True
-4.14,1,-5.572,2203.86,1,2.116,3.9483,-4.6327,8270.32,-12.0585,-5511.58,57.88,8.7258,-7.558,-3832.34,-96917.743,-21.24,9626.82,325.51,-13.7,True
-1.14,0,-7.568,2148.33,0,1.6988,2.99149,-5.178,6759.44,-11.883,-5458.34,45.614,11.224,-8.134,-3601.36,-96951.16,-11.7684,8538.33,211.16,-14.02,True
-4.14,1,-5.64,2134.62,0,2.454,3.4306,-4.4681,8249,-12.4128,-5471.08,61.74,9.176,-6.1602,-3826.34,-96919.982,-13.2726,9828.84,218.97,,False
-4.14,1,-7.832,2093.79,1,1.7898,3.4471,-5.778,12074.64,-12.0093,-5570.43,49.782,12.302,-8.156,-3591.96,-96915.712,-11.0232,9261.03,278.31,-13.18,True
-4.14,1,-5.1256,2322.42,0,1.3557,3.967,-4.1565,7532.44,-12.3231,-5504.32,95.58,7.65002,-4.6196,-3580.96,-96884.84,-12.2112,9291.63,742.91,,False
-1.14,0,-5.1218,2207.55,0,2.753,4.755,-4.3941,564.64,-10.74627,-5574.03,49.67,8.2898,-9.076,-2654.56,-96903.922,-10.80489,2713.53,147.33,,True
-4.14,1,-3.3606,4534.71,1,1.5312,2.9606263,-5.112,8282.7,-11.3448,-5491.56,97.46,8.4748,-4.829,-3848.16,-96961,-18.507,8971.53,575.81,,False
-1.14,1,-3.5348,794.01,1,3.864,3.5413,-7.522,8616.56,-11.4861,-5506.51,38.782,8.6448,-8.882,-3882.66,-96908.562,-13.266,11205.63,76.15,-15.11,True
-4.14,0,-3.7172,2645.61,0,1.3838,3.0987,-5.053,8014.84,-14.571,-5408.7,54.144,10.18,-7.076,-4427.16,-96963.02,-14.109,10186.53,1096.81,-12.76,True
-1.14,0,-5.99,2018.301,1,1.6008,2.965572,-4.4142,8600.86,-14.337,-5440.345,62.98,7.57006,-13.032,-3279.76,-96908.402,-12.2733,9638.34,-140.99,,False
-4.14,1,-4.8494,2061.825,1,1.3477,3.078,-4.0429,1608.64,-15.093,-5348.99,45.768,8.1266,-6.574,-3375.96,-96912.354,-10.8975,9656.31,-272.49,,False
-1.14,0,-3.7256,1913.4,0,2.533,3.5612,-3.9993,8313.28,-17.157,-5438.801,60.82,8.402,-5.995,-4363.56,-96937.306,-16.926,9947.82,154.93,-14.47,True
-1.14,1,-3.26534,2062.152,0,4.169,3.2897,-4.4516,7499.64,-18.717,-5242.73,42.74,8.869,-5.3042,-3689.56,-89483.8,-12.5463,9728.67,85.46,-14.1,True
-1.14,1,-3.4276,2573.61,1,3.09,3.1267,-4.4398,5794.64,-21.426,-5479.29,77,7.9714,-9.214,-3305.56,-96879.66,-11.325,9681.39,104.96,-13.62,True
-1.14,1,-5.348,2105.01,1,1.3035,3.01492,-4.3459,8467.3,-11.0754,-7140.63,38.688,7.62746,-4.43516,-3837.66,-96925.128,-14.166,11082.63,804.71,,True
-1.14,1,-8.956,2022.003,1,3.12,4.21,-4.4722,8100.44,-18.114,-5490.72,47.996,9.888,-5.6564,-3808.24,-96916.739,-17.046,9820.65,91.98,-14.63,True
-1.14,0,-3.3414,1763.43,1,2.525,2.97375,-5.166,8467.62,-13.2036,-5745.13,56.66,8.0722,-5.2264,-3696.16,-96988.4,-21.513,9877.71,131.147,,False
-4.14,1,-4.2552,2041.6374,0,1.3428,2.9600331,-4.1315,3532.64,-15.669,-5608.63,71.36,9.682,-5.4858,-2863.56,-96616,-11.0124,9626.94,-210.79,-13.81,True
-1.14,1,-6.784,1939.41,1,1.358,6.498,-3.9722,8453.926,-11.9385,-5598.33,41.592,9.598,-6.678,-3233.16,-96870.52,-20.775,10642.23,-81.69,,True
-1.14,0,-6.448,1992.63,1,1.9487,2.963297,-5.31,6785.24,-20.784,-5489.93,42.472,8.4452,-9.758,-3636.56,-96923.242,-11.6058,9740.49,-44.79,-14.51,True
-4.14,1,-3.5598,4169.31,0,1.5127,3.00192,-3.9875,7858.64,-20.436,-5450.193,37.978,9.027,-6.546,-3224.76,-96915.598,-16.035,9576.66,716.21,-11.59,False
-4.14,1,-5.94,2087.97,0,2.328,4.099,-4.3473,5298.64,-16.062,-5983.53,46.344,8.8326,-4.7062,-4036.1,-97064.92,-11.1708,9906.69,254.81,,True
